Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"L2821770", 12.47, 1,    7961.76,  -44.7,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069555", 12.47, 2,     3828.6, -176.1,   0.53178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3252336", 12.47, 2,    3664.87, -174.8,   0.50904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P829977", 12.47, 1,    7653.49,  -32.1,    1.0631, 2,    3334.07, -177.4,   0.46309, 3,     7876.6,   79.9,     1.094, 0, 0, 0, 0
"L2820556", 12.47, 1,    7780.71,  -44.9,    1.0807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047410", 12.47, 1,    7780.12,  -44.9,    1.0806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027001", 12.47, 2,    3710.69, -176.4,    0.5154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047344", 12.47, 1,     7210.3,  -42.2,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029499", 12.47, 1,    7210.23,  -42.2,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"221-282818", 12.47, 2,    3670.21, -174.8,   0.50978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026830", 12.47, 1,    7991.05,  -44.7,    1.1099, 2,    3844.57, -176.0,     0.534, 3,    6848.38,   75.6,   0.95122, 0, 0, 0, 0
"P827511", 12.47, 3,    6848.36,   75.6,   0.95122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P895105", 12.47, 1,     7126.3,  -40.6,   0.98983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142110", 12.47, 1,    7126.28,  -40.6,   0.98982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142111", 12.47, 1,    7154.56,  -40.4,   0.99375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991912", 12.47, 1,    7154.21,  -40.4,    0.9937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010569", 12.47, 1,    7211.53,  -42.2,    1.0017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047335", 12.47, 1,    7211.03,  -42.2,    1.0016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216368", 12.47, 1,    7833.14,  -44.8,     1.088, 2,    3832.38, -175.5,   0.53231, 3,    6698.36,   75.7,   0.93038, 0, 0, 0, 0
"L2879081", 12.47, 1,    7827.72,  -44.8,    1.0873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104144", 12.47, 1,    7808.65,  -42.8,    1.0846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916619", 12.47, 2,    3808.55, -176.1,     0.529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1126031", 12.47, 3,    7283.55,   77.7,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3179608", 12.47, 3,    7283.41,   77.7,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2990098", 12.47, 1,    7250.63,  -39.3,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108462", 12.47, 1,    7250.18,  -39.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673326", 12.47, 2,     3767.2, -176.3,   0.52325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142815", 12.47, 1,    7407.51,  -37.4,    1.0289, 2,    3813.53, -173.1,   0.52969, 3,    7394.47,   80.0,    1.0271, 0, 0, 0, 0
"N1141477", 12.47, 1,    7407.23,  -37.4,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1139252", 12.47, 2,    3741.47, -175.8,   0.51968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122812", 12.47, 2,    3741.47, -175.8,   0.51968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166386", 12.47, 3,    7662.01,   80.2,    1.0642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089163", 12.47, 3,    7136.18,   80.1,    0.9912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142100", 12.47, 1,    7229.17,  -40.0,    1.0041, 2,    3672.57, -174.9,   0.51011, 3,    7255.01,   78.2,    1.0077, 0, 0, 0, 0
"M1069456", 12.47, 3,    7101.04,   80.0,   0.98632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897806", 12.47, 3,    7100.93,   80.0,    0.9863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822865", 12.47, 3,    7193.28,   80.2,   0.99913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195321", 12.47, 1,    7192.66,  -40.5,   0.99904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197646", 12.47, 1,    7934.09,  -45.0,     1.102, 2,    3837.39, -176.1,     0.533, 3,    6813.15,   75.5,   0.94633, 0, 0, 0, 0
"M1026829", 12.47, 1,    7880.88,  -45.1,    1.0946, 2,    3792.86, -176.2,   0.52682, 3,    6767.85,   75.4,   0.94004, 0, 0, 0, 0
"N1147859", 12.47, 2,    3792.47, -176.2,   0.52676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3139121", 12.47, 1,    7190.15,  -42.2,   0.99869, 2,       4457, -174.7,   0.61907, 3,    7127.61,   81.5,   0.99001, 0, 0, 0, 0
"L2763153", 12.47, 1,    7186.77,  -42.2,   0.99822, 2,    4453.66, -174.7,    0.6186, 3,    7127.23,   81.5,   0.98995, 0, 0, 0, 0
"E182726", 12.47, 2,    3798.79, -176.0,   0.52764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766744", 12.47, 2,    3798.53, -176.0,   0.52761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216370", 12.47, 1,    7222.53,  -42.2,    1.0032, 2,    4489.91, -174.7,   0.62364, 3,    7140.78,   81.5,   0.99184, 0, 0, 0, 0
"226-23745", 12.47, 3,    7459.81,   83.8,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142828", 12.47, 1,    7421.77,  -37.1,    1.0309, 2,    3779.29, -173.4,   0.52493, 3,    7425.89,   80.0,    1.0314, 0, 0, 0, 0
"L2674047", 12.47, 1,    7421.76,  -37.1,    1.0309, 2,    3779.33, -173.4,   0.52494, 3,    7425.85,   80.0,    1.0314, 0, 0, 0, 0
"M3949157", 12.47, 1,    7960.26,  -44.6,    1.1057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3727711", 12.47, 1,    7960.12,  -44.6,    1.1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026329", 12.47, 1,    7159.83,  -42.2,   0.99448, 2,    4417.58, -174.9,   0.61359, 3,    7131.09,   81.5,   0.99049, 0, 0, 0, 0
"M1026328", 12.47, 1,    7159.74,  -42.2,   0.99447, 2,    4416.04, -174.9,   0.61338, 3,    7131.46,   81.5,   0.99054, 0, 0, 0, 0
"M1108355", 12.47, 3,    7184.03,   80.2,   0.99784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108352", 12.47, 3,    7183.83,   80.2,   0.99781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3086002", 12.47, 3,    7284.13,   77.7,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1134476", 12.47, 1,    7815.36,  -42.7,    1.0855, 2,    3854.09, -175.8,   0.53532, 3,    7169.47,   76.6,   0.99582, 0, 0, 0, 0
"M1069284", 12.47, 1,    7962.36,  -44.7,     1.106, 3,    6655.67,   74.6,   0.92446, 0, 0, 0, 0, 0, 0, 0, 0
"P850401", 12.47, 1,    7962.32,  -44.7,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5502543-2_INT", 12.47, 1,    7919.24,  -45.1,       1.1, 2,    3829.72, -176.1,   0.53194, 3,    6799.82,   75.5,   0.94448, 0, 0, 0, 0
"Q14413", 12.47, 1,    7919.17,  -45.1,       1.1, 2,    3829.68, -176.1,   0.53193, 3,    6799.76,   75.5,   0.94447, 0, 0, 0, 0
"L3029503", 12.47, 3,    7168.37,   82.1,   0.99567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1140524", 12.47, 1,    7921.41,  -44.6,    1.1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047792", 12.47, 2,    3719.75, -176.4,   0.51666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2876846", 12.47, 2,    3719.27, -176.4,    0.5166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089165", 12.47, 3,    7123.96,   80.1,    0.9895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216343", 12.47, 3,    7122.43,   80.1,   0.98929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748144", 12.47, 1,    7809.53,  -42.8,    1.0847, 2,    3846.99, -176.0,   0.53434, 3,    7167.37,   76.5,   0.99553, 0, 0, 0, 0
"L3010562", 12.47, 2,    3719.79, -176.4,   0.51667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069557", 12.47, 2,    3828.17, -176.1,   0.53172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047374", 12.47, 2,    4491.81, -174.7,    0.6239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197629", 12.47, 2,    4491.64, -174.7,   0.62388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089202", 12.47, 1,    7851.57,  -42.0,    1.0906, 2,    3869.29, -175.6,   0.53743, 3,    7218.45,   77.0,    1.0026, 0, 0, 0, 0
"M1089203", 12.47, 1,    7848.62,  -42.0,    1.0902, 2,    3868.07, -175.6,   0.53726, 3,    7214.35,   77.0,    1.0021, 0, 0, 0, 0
"M1026866", 12.47, 1,    7888.96,  -45.2,    1.0958, 2,    3802.72, -176.2,   0.52819, 3,    6773.55,   75.4,   0.94083, 0, 0, 0, 0
"M1149235", 12.47, 1,    7472.45,  -35.9,    1.0379, 2,    3686.03, -174.2,   0.51198, 3,    7541.11,   79.9,    1.0474, 0, 0, 0, 0
"L2766720", 12.47, 1,    7892.35,  -45.2,    1.0962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209791", 12.47, 1,    7549.05,  -34.7,    1.0485, 2,    4362.25, -168.8,   0.60591, 3,    7560.14,   83.3,    1.0501, 0, 0, 0, 0
"P903354", 12.47, 1,    7549.01,  -34.7,    1.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026960", 12.47, 1,    7849.93,  -45.2,    1.0903, 2,    3805.77, -176.1,   0.52861, 3,    6742.76,   75.4,   0.93655, 0, 0, 0, 0
"M3729981", 12.47, 1,     7849.9,  -45.2,    1.0903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3011298", 12.47, 1,    7340.79,  -39.1,    1.0196, 2,    4022.48, -171.9,   0.55871, 3,       7231,   80.6,    1.0044, 0, 0, 0, 0
"M1108524", 12.47, 3,    7255.21,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136031", 12.47, 3,    7255.15,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026722", 12.47, 2,    3680.98, -176.0,   0.51128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991915", 12.47, 2,    3680.66, -176.0,   0.51123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673320", 12.47, 2,    3680.55, -176.0,   0.51122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047497", 12.47, 1,     7973.8,  -44.5,    1.1075, 2,    3825.92, -175.8,   0.53141, 3,    6799.65,   75.6,   0.94445, 0, 0, 0, 0
"M1047755", 12.47, 1,    7958.52,  -44.4,    1.1054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3037441", 12.47, 1,    7834.99,  -44.8,    1.0883, 2,    3832.06, -175.5,   0.53226, 3,     6700.8,   75.7,   0.93072, 0, 0, 0, 0
"N1140824", 12.47, 1,    7834.91,  -44.8,    1.0882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026709", 12.47, 1,    7830.69,  -44.8,    1.0877, 2,    3833.08, -175.5,    0.5324, 3,    6695.81,   75.7,   0.93003, 0, 0, 0, 0
"L3729298", 12.47, 1,    7963.19,  -44.6,    1.1061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3727707", 12.47, 1,    7961.68,  -44.6,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160123", 12.47, 1,    7961.84,  -44.7,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897805", 12.47, 1,    7961.69,  -44.7,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089094", 12.47, 3,    7172.22,   82.1,    0.9962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125917", 12.47, 1,    7395.25,  -37.9,    1.0272, 2,    3871.33, -172.7,   0.53772, 3,    7342.85,   80.2,    1.0199, 0, 0, 0, 0
"M1069154", 12.47, 1,    7313.07,  -42.0,    1.0158, 2,    4561.89, -174.3,   0.63363, 3,    7169.05,   81.7,   0.99576, 0, 0, 0, 0
"L3197630", 12.47, 1,    7299.62,  -42.0,    1.0139, 2,    4547.53, -174.4,   0.63164, 3,    7167.44,   81.6,   0.99554, 0, 0, 0, 0
"M1026343", 12.47, 1,    7160.63,  -42.2,   0.99459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069155", 12.47, 1,    7320.79,  -41.9,    1.0168, 2,    4570.11, -174.2,   0.63478, 3,    7169.96,   81.8,   0.99589, 0, 0, 0, 0
"L2785523", 12.47, 3,    7179.18,   82.1,   0.99717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141388", 12.47, 3,    7177.58,   82.1,   0.99695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026786", 12.47, 1,     7924.7,  -44.6,    1.1007, 2,    3832.97, -175.7,   0.53239, 3,    6770.34,   75.6,   0.94038, 0, 0, 0, 0
"M1026785", 12.47, 1,    7924.34,  -44.6,    1.1007, 2,    3832.98, -175.7,   0.53239, 3,    6770.08,   75.6,   0.94035, 0, 0, 0, 0
"N1137958", 12.47, 3,    6746.49,   75.2,   0.93707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026877", 12.47, 1,    7939.42,  -44.9,    1.1028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2820583", 12.47, 3,    7186.84,   80.2,   0.99823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108354", 12.47, 3,    7185.43,   80.2,   0.99804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991911", 12.47, 3,    7196.52,   82.2,   0.99958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136363", 12.47, 1,    7808.68,  -42.8,    1.0846, 2,    3845.87, -176.0,   0.53418, 3,    7167.66,   76.5,   0.99557, 0, 0, 0, 0
"R18245", 12.47, 1,    7808.68,  -42.8,    1.0846, 2,    3845.87, -176.0,   0.53418, 3,    7167.66,   76.5,   0.99557, 0, 0, 0, 0
"221-306686", 12.47, 3,     6655.4,   74.6,   0.92442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2970258", 12.47, 3,    6655.31,   74.6,   0.92441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841632", 12.47, 1,    7699.09,  -43.9,    1.0694, 2,    3819.38, -175.9,    0.5305, 3,    7036.76,   76.0,   0.97739, 0, 0, 0, 0
"REGXFMR_190-8593", 12.47, 1,    7694.87,  -43.9,    1.0688, 2,    3818.05, -175.9,   0.53032, 3,    7032.26,   75.9,   0.97676, 0, 0, 0, 0
"P1197121", 12.47, 3,    7342.83,   80.2,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2805031", 12.47, 3,     7342.7,   80.2,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069226", 12.47, 3,    7142.27,   82.1,   0.99204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860506", 12.47, 2,    3798.57, -176.0,   0.52761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954346", 12.47, 2,    3701.82, -176.5,   0.51417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879077", 12.47, 2,    3682.12, -176.0,   0.51144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5860423-3_INT", 12.47, 1,    8125.91,  -43.9,    1.1287, 2,    3888.95, -176.0,   0.54016, 3,    6986.47,   75.9,    0.9704, 0, 0, 0, 0
"190-8593", 12.47, 1,    8127.15,  -43.9,    1.1288, 2,    3889.41, -176.0,   0.54023, 3,     6987.9,   75.9,    0.9706, 0, 0, 0, 0
"L3139366", 12.47, 1,    7650.87,  -32.1,    1.0627, 2,    3332.38, -177.4,   0.46286, 3,    7871.88,   79.9,    1.0934, 0, 0, 0, 0
"M4362177", 12.47, 1,    7649.63,  -32.1,    1.0625, 2,    3331.46, -177.4,   0.46273, 3,    7869.68,   79.9,    1.0931, 0, 0, 0, 0
"L2763812", 12.47, 3,    6644.85,   74.6,   0.92295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2951995", 12.47, 3,    6641.96,   74.6,   0.92255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197638", 12.47, 1,    7910.14,  -45.1,    1.0987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026849", 12.47, 1,    7909.88,  -45.1,    1.0987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1137993", 12.47, 1,    7965.68,  -44.6,    1.1064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860482", 12.47, 1,    7965.44,  -44.6,    1.1064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P901946", 12.47, 1,    7206.96,  -40.5,     1.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142105", 12.47, 1,    7206.86,  -40.5,     1.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026905", 12.47, 1,    7905.41,  -45.1,     1.098, 2,    3820.58, -176.2,   0.53067, 3,    6786.89,   75.4,   0.94268, 0, 0, 0, 0
"P827515", 12.47, 1,    7905.39,  -45.1,     1.098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108520", 12.47, 3,    7255.11,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804277", 12.47, 3,    7255.01,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991913", 12.47, 1,    7351.32,  -41.7,    1.0211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2933165", 12.47, 2,    3817.34, -176.1,   0.53022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235273", 12.47, 2,    3817.16, -176.1,   0.53019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029502", 12.47, 1,    7055.17,  -41.1,   0.97994, 2,     4395.2, -173.5,   0.61048, 3,    7068.51,   82.3,    0.9818, 0, 0, 0, 0
"M1047780", 12.47, 2,    3723.36, -176.4,   0.51717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066811", 12.47, 2,    3723.24, -176.4,   0.51715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047732", 12.47, 1,    7974.72,  -44.5,    1.1077, 2,    3770.75, -176.2,   0.52375, 3,    6863.13,   75.6,   0.95327, 0, 0, 0, 0
"N1137987", 12.47, 3,    6863.12,   75.6,   0.95327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197661", 12.47, 3,    6846.45,   75.5,   0.95095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122848", 12.47, 3,    6846.37,   75.5,   0.95094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047580", 12.47, 1,    8013.93,  -44.5,    1.1131, 2,    3837.68, -176.0,   0.53304, 3,    6867.17,   75.6,   0.95383, 0, 0, 0, 0
"M1108345", 12.47, 3,    7184.33,   80.2,   0.99789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108347", 12.47, 3,    7184.24,   80.2,   0.99787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5655682-1_INT", 12.47, 2,    3807.41, -176.1,   0.52884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E182725", 12.47, 2,    3807.41, -176.1,   0.52884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5926308-3_INT", 12.47, 1,    7238.98,  -42.2,    1.0055, 2,    4501.67, -174.7,   0.62527, 3,    7148.05,   81.5,   0.99285, 0, 0, 0, 0
"L2860491", 12.47, 1,     7241.4,  -42.2,    1.0058, 2,    4503.31, -174.7,    0.6255, 3,    7149.06,   81.5,   0.99299, 0, 0, 0, 0
"L2897770", 12.47, 3,    7120.86,   80.1,   0.98907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104127", 12.47, 2,     3720.3, -175.9,   0.51674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2767343", 12.47, 3,     7342.9,   83.6,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2786266", 12.47, 1,    7511.22,  -35.0,    1.0433, 2,    3649.81, -174.4,   0.50695, 3,    7610.77,   80.1,    1.0571, 0, 0, 0, 0
"L2785512", 12.47, 2,    3705.52, -176.5,   0.51469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827529", 12.47, 2,    3847.58, -176.0,   0.53442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136668", 12.47, 2,    3847.57, -176.0,   0.53442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027114", 12.47, 1,    7787.32,  -45.4,    1.0816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195327", 12.47, 1,    7787.13,  -45.4,    1.0816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027121", 12.47, 1,    7784.83,  -45.4,    1.0813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027123", 12.47, 1,     7784.8,  -45.4,    1.0813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104157", 12.47, 3,    7127.72,   81.5,   0.99002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P895409", 12.47, 3,    6796.22,   75.5,   0.94398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6138608-3_INT", 12.47, 1,    7038.49,  -41.3,   0.97763, 2,    4419.95, -173.5,   0.61392, 3,     7058.8,   82.4,   0.98045, 0, 0, 0, 0
"Q14404", 12.47, 1,     7038.4,  -41.3,   0.97762, 2,    4420.14, -173.5,   0.61395, 3,    7058.76,   82.4,   0.98044, 0, 0, 0, 0
"L2991927", 12.47, 2,    3767.85, -176.3,   0.52334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089155", 12.47, 3,    7151.59,   80.1,   0.99334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089158", 12.47, 3,    7146.19,   80.1,   0.99259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026324", 12.47, 2,     4407.9, -174.9,   0.61225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026323", 12.47, 2,    4405.81, -174.9,   0.61196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804258", 12.47, 2,    3702.77, -175.9,   0.51431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P829978", 12.47, 1,    7519.93,  -34.8,    1.0445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2992656", 12.47, 1,    7519.48,  -34.8,    1.0444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2936271", 12.47, 1,    7409.38,  -37.4,    1.0291, 2,     3813.8, -173.1,   0.52973, 3,     7394.5,   80.0,    1.0271, 0, 0, 0, 0
"M1069544", 12.47, 2,    3829.16, -176.1,   0.53186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916598", 12.47, 1,    7932.91,  -44.9,    1.1019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954344", 12.47, 3,    6725.28,   75.2,   0.93412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897767", 12.47, 3,    6724.98,   75.2,   0.93408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2876796", 12.47, 1,    7959.35,  -44.4,    1.1055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047756", 12.47, 1,     7958.6,  -44.4,    1.1054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122810", 12.47, 2,    3705.18, -176.5,   0.51464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108379", 12.47, 1,    7257.54,  -39.3,    1.0081, 2,    3671.76, -174.8,      0.51, 3,    7296.93,   78.5,    1.0135, 0, 0, 0, 0
"N1140822", 12.47, 3,     6698.6,   75.7,   0.93042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860478", 12.47, 2,    3776.57, -176.3,   0.52456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822858", 12.47, 2,    3776.49, -176.3,   0.52454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841620", 12.47, 2,     4512.1, -174.6,   0.62672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3727709", 12.47, 1,    7959.94,  -44.6,    1.1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
